# Posiciones articulares (matriz) del UR5 derecho
# Trial JIGSAWS: Needle_Passing_B001  (3438 frames @ 30 Hz)
# La BASE del UR5 es fija (decision de montaje, no se mueve
# el robot fisico de sitio). La CONFIGURACION ARTICULAR si
# cambia en cada frame: se recalcula para que el trocar
# (tubo rigido) siga la orientacion instantanea del shaft
# del PSM, igual que hace an5_psm_py/carrier_solver.py.
# Fulcro: [0.122141, -0.078964, 0.408424] m
# Distancia al trocar: 0.15 m
# Base del UR5: [0.397392, -0.598679, 0.0] m
# IK del UR5 por frame: OK 100.00 %, error mediana 0.0000 mm, maximo 0.0000 mm
# IK=0 marca frames sin solucion valida (se conserva la
# ultima configuracion valida, como en los archivos de PSM)
#  frame      t(s)   IK     q1(deg)    q2(deg)    q3(deg)    q4(deg)    q5(deg)    q6(deg)
     995   33.1333    1     -1.3263   -89.7072  -103.3574   -18.6977   127.0954    23.5734
     996   33.1667    1     -1.3269   -89.7084  -103.3608   -18.6857   127.0975    23.5700
     997   33.2000    1     -1.3264   -89.7084  -103.3648   -18.6736   127.0957    23.5657
     998   33.2333    1     -1.3290   -89.7108  -103.3636   -18.6730   127.1039    23.5674
     999   33.2667    1     -1.3316   -89.7136  -103.3646   -18.6651   127.1123    23.5668
    1000   33.3000    1     -1.3373   -89.7206  -103.3734   -18.6267   127.1302    23.5586
    1001   33.3333    1     -1.3415   -89.7275  -103.3900   -18.5649   127.1435    23.5418
    1002   33.3667    1     -1.3436   -89.7352  -103.4251   -18.4455   127.1503    23.5049
    1003   33.4000    1     -1.3434   -89.7385  -103.4465   -18.3752   127.1497    23.4820
    1004   33.4333    1     -1.3452   -89.7455  -103.4786   -18.2662   127.1552    23.4480
    1005   33.4667    1     -1.3441   -89.7463  -103.4896   -18.2314   127.1519    23.4360
    1006   33.5000    1     -1.3428   -89.7450  -103.4899   -18.2329   127.1478    23.4355
    1007   33.5333    1     -1.3457   -89.7471  -103.4850   -18.2441   127.1569    23.4412
    1008   33.5667    1     -1.3491   -89.7505  -103.4845   -18.2396   127.1678    23.4424
    1009   33.6000    1     -1.3488   -89.7502  -103.4848   -18.2393   127.1668    23.4420
    1010   33.6333    1     -1.3508   -89.7527  -103.4876   -18.2266   127.1733    23.4394
    1011   33.6667    1     -1.3521   -89.7541  -103.4882   -18.2223   127.1771    23.4389
    1012   33.7000    1     -1.3520   -89.7537  -103.4865   -18.2282   127.1769    23.4408
    1013   33.7333    1     -1.3524   -89.7537  -103.4841   -18.2355   127.1782    23.4434
    1014   33.7667    1     -1.3541   -89.7551  -103.4822   -18.2386   127.1837    23.4457
    1015   33.8000    1     -1.3519   -89.7530  -103.4829   -18.2404   127.1765    23.4446
    1016   33.8333    1     -1.3509   -89.7517  -103.4809   -18.2485   127.1735    23.4466
    1017   33.8667    1     -1.3493   -89.7497  -103.4782   -18.2602   127.1685    23.4492
    1018   33.9000    1     -1.3447   -89.7460  -103.4842   -18.2482   127.1538    23.4419
    1019   33.9333    1     -1.3395   -89.7416  -103.4895   -18.2397   127.1373    23.4353
    1020   33.9667    1     -1.3370   -89.7398  -103.4936   -18.2306   127.1292    23.4304
    1021   34.0000    1     -1.3364   -89.7414  -103.5069   -18.1875   127.1275    23.4161
    1022   34.0333    1     -1.3359   -89.7468  -103.5422   -18.0712   127.1257    23.3778
    1023   34.0667    1     -1.3375   -89.7532  -103.5698   -17.9768   127.1309    23.3483
    1024   34.1000    1     -1.3378   -89.7652  -103.6376   -17.7504   127.1318    23.2744
    1025   34.1333    1     -1.3295   -89.7661  -103.6896   -17.5913   127.1055    23.2161
    1026   34.1667    1     -1.3193   -89.7609  -103.7186   -17.5121   127.0731    23.1825
    1027   34.2000    1     -1.3165   -89.7589  -103.7226   -17.5038   127.0644    23.1777
    1028   34.2333    1     -1.3166   -89.7586  -103.7207   -17.5099   127.0647    23.1798
    1029   34.2667    1     -1.3196   -89.7611  -103.7174   -17.5155   127.0742    23.1838
    1030   34.3000    1     -1.3205   -89.7618  -103.7163   -17.5177   127.0770    23.1852
    1031   34.3333    1     -1.3195   -89.7613  -103.7191   -17.5102   127.0740    23.1820
    1032   34.3667    1     -1.3202   -89.7622  -103.7203   -17.5048   127.0762    23.1808
    1033   34.4000    1     -1.3224   -89.7645  -103.7207   -17.4997   127.0831    23.1807
    1034   34.4333    1     -1.3234   -89.7656  -103.7212   -17.4961   127.0862    23.1802
    1035   34.4667    1     -1.3226   -89.7666  -103.7313   -17.4637   127.0836    23.1690
    1036   34.5000    1     -1.3201   -89.7680  -103.7523   -17.3976   127.0759    23.1453
    1037   34.5333    1     -1.3168   -89.7673  -103.7669   -17.3545   127.0654    23.1287
    1038   34.5667    1     -1.3157   -89.7670  -103.7714   -17.3414   127.0619    23.1235
    1039   34.6000    1     -1.3157   -89.7683  -103.7784   -17.3180   127.0619    23.1158
    1040   34.6333    1     -1.3175   -89.7712  -103.7845   -17.2941   127.0674    23.1091
    1041   34.6667    1     -1.3184   -89.7762  -103.8061   -17.2199   127.0704    23.0852
    1042   34.7000    1     -1.3107   -89.7698  -103.8138   -17.2079   127.0461    23.0756
    1043   34.7333    1     -1.2947   -89.7521  -103.8060   -17.2624   126.9955    23.0820
    1044   34.7667    1     -1.2816   -89.7388  -103.8065   -17.2842   126.9539    23.0796
    1045   34.8000    1     -1.2515   -89.7094  -103.8125   -17.3174   126.8588    23.0688
    1046   34.8333    1     -1.2345   -89.6934  -103.8191   -17.3257   126.8049    23.0593
    1047   34.8667    1     -1.2306   -89.6909  -103.8271   -17.3058   126.7926    23.0499
    1048   34.9000    1     -1.2329   -89.6958  -103.8412   -17.2546   126.7998    23.0346
    1049   34.9333    1     -1.2443   -89.7090  -103.8495   -17.2062   126.8361    23.0268
    1050   34.9667    1     -1.2577   -89.7221  -103.8471   -17.1906   126.8784    23.0313
    1051   35.0000    1     -1.2650   -89.7294  -103.8464   -17.1797   126.9013    23.0329
    1052   35.0333    1     -1.2777   -89.7420  -103.8446   -17.1633   126.9416    23.0367
    1053   35.0667    1     -1.2894   -89.7529  -103.8394   -17.1598   126.9787    23.0441
    1054   35.1000    1     -1.2982   -89.7611  -103.8353   -17.1578   127.0065    23.0498
    1055   35.1333    1     -1.3021   -89.7645  -103.8326   -17.1599   127.0186    23.0534
    1056   35.1667    1     -1.3111   -89.7710  -103.8178   -17.1936   127.0474    23.0712
    1057   35.2000    1     -1.3191   -89.7727  -103.7835   -17.2946   127.0727    23.1105
    1058   35.2333    1     -1.3217   -89.7714  -103.7620   -17.3622   127.0809    23.1348
    1059   35.2667    1     -1.3213   -89.7633  -103.7200   -17.5039   127.0797    23.1813
    1060   35.3000    1     -1.3203   -89.7566  -103.6885   -17.6112   127.0764    23.2159
    1061   35.3333    1     -1.3203   -89.7544  -103.6763   -17.6517   127.0764    23.2292
    1062   35.3667    1     -1.3255   -89.7565  -103.6587   -17.7015   127.0929    23.2494
    1063   35.4000    1     -1.3356   -89.7651  -103.6492   -17.7153   127.1251    23.2614
    1064   35.4333    1     -1.3498   -89.7791  -103.6472   -17.6973   127.1699    23.2659
    1065   35.4667    1     -1.3570   -89.7856  -103.6423   -17.7007   127.1928    23.2724
    1066   35.5000    1     -1.3713   -89.7970  -103.6249   -17.7339   127.2382    23.2939
    1067   35.5333    1     -1.3873   -89.8082  -103.5959   -17.8023   127.2891    23.3283
    1068   35.5667    1     -1.3955   -89.8139  -103.5812   -17.8369   127.3152    23.3457
    1069   35.6000    1     -1.4114   -89.8270  -103.5639   -17.8669   127.3655    23.3675
    1070   35.6333    1     -1.4295   -89.8451  -103.5617   -17.8422   127.4232    23.3730
    1071   35.6667    1     -1.4480   -89.8641  -103.5621   -17.8078   127.4822    23.3758
    1072   35.7000    1     -1.4580   -89.8739  -103.5595   -17.7989   127.5139    23.3805
    1073   35.7333    1     -1.4774   -89.8935  -103.5579   -17.7698   127.5758    23.3858
    1074   35.7667    1     -1.4955   -89.9121  -103.5577   -17.7377   127.6336    23.3892
    1075   35.8000    1     -1.5050   -89.9217  -103.5566   -17.7244   127.6640    23.3922
    1076   35.8333    1     -1.5246   -89.9411  -103.5524   -17.7034   127.7265    23.4004
    1077   35.8667    1     -1.5436   -89.9603  -103.5491   -17.6802   127.7874    23.4076
    1078   35.9000    1     -1.5590   -89.9761  -103.5487   -17.6537   127.8366    23.4110
    1079   35.9333    1     -1.5676   -89.9849  -103.5484   -17.6392   127.8639    23.4129
    1080   35.9667    1     -1.5840   -90.0006  -103.5407   -17.6353   127.9167    23.4246
    1081   36.0000    1     -1.6004   -90.0147  -103.5241   -17.6614   127.9693    23.4461
    1082   36.0333    1     -1.6093   -90.0225  -103.5161   -17.6723   127.9977    23.4567
    1083   36.0667    1     -1.6297   -90.0416  -103.5042   -17.6752   128.0632    23.4739
    1084   36.1000    1     -1.6477   -90.0580  -103.4911   -17.6866   128.1209    23.4920
    1085   36.1333    1     -1.6558   -90.0656  -103.4863   -17.6884   128.1469    23.4991
    1086   36.1667    1     -1.6694   -90.0781  -103.4768   -17.6953   128.1906    23.5123
    1087   36.2000    1     -1.6749   -90.0819  -103.4658   -17.7224   128.2084    23.5257
    1088   36.2333    1     -1.6716   -90.0774  -103.4606   -17.7464   128.1977    23.5308
    1089   36.2667    1     -1.6705   -90.0760  -103.4592   -17.7529   128.1941    23.5321
    1090   36.3000    1     -1.6699   -90.0760  -103.4623   -17.7434   128.1924    23.5285
    1091   36.3333    1     -1.6701   -90.0766  -103.4644   -17.7360   128.1931    23.5263
    1092   36.3667    1     -1.6699   -90.0774  -103.4705   -17.7159   128.1922    23.5195
    1093   36.4000    1     -1.6697   -90.0776  -103.4725   -17.7094   128.1915    23.5172
    1094   36.4333    1     -1.6692   -90.0790  -103.4827   -17.6757   128.1900    23.5057
    1095   36.4667    1     -1.6694   -90.0815  -103.4946   -17.6349   128.1908    23.4925
    1096   36.5000    1     -1.6696   -90.0826  -103.4999   -17.6167   128.1912    23.4867
    1097   36.5333    1     -1.6697   -90.0854  -103.5143   -17.5678   128.1916    23.4707
    1098   36.5667    1     -1.6687   -90.0891  -103.5395   -17.4839   128.1885    23.4423
    1099   36.6000    1     -1.6676   -90.0926  -103.5640   -17.4025   128.1848    23.4145
    1100   36.6333    1     -1.6678   -90.0940  -103.5700   -17.3818   128.1855    23.4079
    1101   36.6667    1     -1.6665   -90.0935  -103.5747   -17.3682   128.1815    23.4024
    1102   36.7000    1     -1.6653   -90.0922  -103.5746   -17.3707   128.1775    23.4022
    1103   36.7333    1     -1.6661   -90.0929  -103.5737   -17.3724   128.1803    23.4034
    1104   36.7667    1     -1.6688   -90.0959  -103.5745   -17.3647   128.1889    23.4031
    1105   36.8000    1     -1.6702   -90.0970  -103.5727   -17.3683   128.1933    23.4054
    1106   36.8333    1     -1.6711   -90.0975  -103.5700   -17.3755   128.1963    23.4085
    1107   36.8667    1     -1.6724   -90.0987  -103.5693   -17.3757   128.2005    23.4096
    1108   36.9000    1     -1.6759   -90.1042  -103.5789   -17.3366   128.2116    23.3995
    1109   36.9333    1     -1.6774   -90.1105  -103.6026   -17.2525   128.2166    23.3729
    1110   36.9667    1     -1.6768   -90.1121  -103.6144   -17.2137   128.2146    23.3595
    1111   37.0000    1     -1.6759   -90.1151  -103.6344   -17.1470   128.2117    23.3367
    1112   37.0333    1     -1.6724   -90.1156  -103.6558   -17.0804   128.2003    23.3117
    1113   37.0667    1     -1.6685   -90.1140  -103.6687   -17.0434   128.1879    23.2963
    1114   37.1000    1     -1.6674   -90.1139  -103.6741   -17.0269   128.1843    23.2899
    1115   37.1333    1     -1.6810   -90.1271  -103.6676   -17.0236   128.2281    23.2998
    1116   37.1667    1     -1.6970   -90.1423  -103.6583   -17.0253   128.2796    23.3133
    1117   37.2000    1     -1.7024   -90.1448  -103.6426   -17.0689   128.2968    23.3322
    1118   37.2333    1     -1.7036   -90.1393  -103.6080   -17.1850   128.3007    23.3718
    1119   37.2667    1     -1.6964   -90.1292  -103.5957   -17.2409   128.2776    23.3844
    1120   37.3000    1     -1.6935   -90.1271  -103.6005   -17.2297   128.2682    23.3783
    1121   37.3333    1     -1.6799   -90.1140  -103.6074   -17.2318   128.2246    23.3680
    1122   37.3667    1     -1.6569   -90.0912  -103.6148   -17.2492   128.1507    23.3553
    1123   37.4000    1     -1.6340   -90.0695  -103.6277   -17.2480   128.0770    23.3365
    1124   37.4333    1     -1.6205   -90.0567  -103.6349   -17.2486   128.0338    23.3259
    1125   37.4667    1     -1.5844   -90.0215  -103.6496   -17.2656   127.9178    23.3029
    1126   37.5000    1     -1.5501   -89.9857  -103.6497   -17.3283   127.8082    23.2968
    1127   37.5333    1     -1.5349   -89.9709  -103.6556   -17.3362   127.7593    23.2875
    1128   37.5667    1     -1.5062   -89.9427  -103.6638   -17.3607   127.6677    23.2733
    1129   37.6000    1     -1.4761   -89.9117  -103.6647   -17.4123   127.5717    23.2672
    1130   37.6333    1     -1.4540   -89.8885  -103.6627   -17.4591   127.5013    23.2658
    1131   37.6667    1     -1.4446   -89.8797  -103.6671   -17.4611   127.4714    23.2593
    1132   37.7000    1     -1.4243   -89.8618  -103.6836   -17.4424   127.4066    23.2377
    1133   37.7333    1     -1.4113   -89.8525  -103.7053   -17.3926   127.3652    23.2115
    1134   37.7667    1     -1.4100   -89.8543  -103.7220   -17.3385   127.3612    23.1927
    1135   37.8000    1     -1.4062   -89.8605  -103.7756   -17.1646   127.3493    23.1322
    1136   37.8333    1     -1.4030   -89.8641  -103.8114   -17.0490   127.3391    23.0914
    1137   37.8667    1     -1.4033   -89.8654  -103.8164   -17.0316   127.3400    23.0858
    1138   37.9000    1     -1.4037   -89.8654  -103.8143   -17.0380   127.3413    23.0882
    1139   37.9333    1     -1.4059   -89.8667  -103.8097   -17.0498   127.3480    23.0938
    1140   37.9667    1     -1.4044   -89.8641  -103.8046   -17.0697   127.3432    23.0992
    1141   38.0000    1     -1.4039   -89.8629  -103.8008   -17.0833   127.3418    23.1034
    1142   38.0333    1     -1.4009   -89.8551  -103.7762   -17.1722   127.3322    23.1307
    1143   38.0667    1     -1.3848   -89.8282  -103.7211   -17.3870   127.2811    23.1898
    1144   38.1000    1     -1.3507   -89.7784  -103.6381   -17.7261   127.1728    23.2760
    1145   38.1333    1     -1.3302   -89.7494  -103.5910   -17.9190   127.1077    23.3240
    1146   38.1667    1     -1.2857   -89.6883  -103.4926   -18.3219   126.9669    23.4225
    1147   38.2000    1     -1.2352   -89.6253  -103.4115   -18.6739   126.8071    23.4995
    1148   38.2333    1     -1.2054   -89.5921  -103.3860   -18.8068   126.7132    23.5209
    1149   38.2667    1     -1.1398   -89.5239  -103.3575   -19.0076   126.5066    23.5389
    1150   38.3000    1     -1.0708   -89.4550  -103.3423   -19.1690   126.2899    23.5426
    1151   38.3333    1     -1.0348   -89.4199  -103.3388   -19.2379   126.1770    23.5399
    1152   38.3667    1     -0.9678   -89.3565  -103.3425   -19.3330   125.9673    23.5249
    1153   38.4000    1     -0.9238   -89.3179  -103.3659   -19.3274   125.8298    23.4939
    1154   38.4333    1     -0.9060   -89.3050  -103.3946   -19.2636   125.7743    23.4619
    1155   38.4667    1     -0.9059   -89.3070  -103.4100   -19.2145   125.7741    23.4463
    1156   38.5000    1     -0.9195   -89.3251  -103.4477   -19.0719   125.8165    23.4098
    1157   38.5333    1     -0.9377   -89.3492  -103.4953   -18.8895   125.8734    23.3635
    1158   38.5667    1     -0.9466   -89.3613  -103.5201   -18.7951   125.9010    23.3391
    1159   38.6000    1     -0.9707   -89.3907  -103.5625   -18.6189   125.9763    23.2985
    1160   38.6333    1     -1.0035   -89.4271  -103.5935   -18.4643   126.0789    23.2707
    1161   38.6667    1     -1.0357   -89.4606  -103.6086   -18.3620   126.1797    23.2594
    1162   38.7000    1     -1.0506   -89.4753  -103.6097   -18.3335   126.2264    23.2604
    1163   38.7333    1     -1.0795   -89.5023  -103.6024   -18.3095   126.3170    23.2724
    1164   38.7667    1     -1.1069   -89.5286  -103.5988   -18.2752   126.4031    23.2802
    1165   38.8000    1     -1.1175   -89.5391  -103.5993   -18.2557   126.4363    23.2813
    1166   38.8333    1     -1.1335   -89.5545  -103.5973   -18.2355   126.4867    23.2859
    1167   38.8667    1     -1.1424   -89.5642  -103.6032   -18.2011   126.5146    23.2809
    1168   38.9000    1     -1.1425   -89.5689  -103.6313   -18.1084   126.5151    23.2509
    1169   38.9333    1     -1.1423   -89.5723  -103.6527   -18.0383   126.5145    23.2279
    1170   38.9667    1     -1.1439   -89.5821  -103.7021   -17.8725   126.5193    23.1749
    1171   39.0000    1     -1.1405   -89.5881  -103.7563   -17.6988   126.5088    23.1156
    1172   39.0333    1     -1.1372   -89.5900  -103.7865   -17.6043   126.4983    23.0822
    1173   39.0667    1     -1.1344   -89.5977  -103.8452   -17.4138   126.4897    23.0175
    1174   39.1000    1     -1.1395   -89.6127  -103.8999   -17.2225   126.5055    22.9577
    1175   39.1333    1     -1.1435   -89.6214  -103.9254   -17.1300   126.5181    22.9298
    1176   39.1667    1     -1.1513   -89.6378  -103.9706   -16.9648   126.5428    22.8803
    1177   39.2000    1     -1.1574   -89.6528  -104.0169   -16.7980   126.5620    22.8289
    1178   39.2333    1     -1.1619   -89.6682  -104.0721   -16.6035   126.5762    22.7668
    1179   39.2667    1     -1.1645   -89.6770  -104.1036   -16.4925   126.5841    22.7312
    1180   39.3000    1     -1.1725   -89.7012  -104.1817   -16.2122   126.6094    22.6423
    1181   39.3333    1     -1.1853   -89.7307  -104.2595   -15.9229   126.6497    22.5530
